provider_id,insurance_id,accepted
12,26,false
12,27,false
12,28,false
12,29,false
12,30,false
12,31,false
12,32,false
12,33,false
13,1,false
13,2,false
13,3,false
13,4,false
13,5,false
13,6,false
13,7,false
13,8,true
13,9,true
13,10,false
13,11,false
13,12,false
13,13,false
13,14,false
13,15,false
13,16,false
13,17,false
13,18,false
13,19,true
13,20,false
13,21,false
13,22,false
13,23,true
13,24,true
13,25,false
13,26,false
13,27,false
13,28,false
13,29,true
13,30,true
13,31,false
13,32,false
13,33,false
14,1,true
14,2,false
14,3,false
14,4,false
14,5,false
14,6,false
14,7,false
14,8,false
14,9,false
14,10,false
14,11,false
14,12,false
14,13,false
14,14,false
14,15,false
14,16,false
14,17,false
14,18,false
14,19,false
14,20,false
14,21,false
14,22,false
14,23,false
14,24,false
14,25,false
14,26,false
14,27,false
14,28,false
14,29,false
14,30,false
14,31,false
14,32,false
14,33,false
15,1,false
15,2,false
15,3,true
15,4,false
15,5,false
15,6,false
15,7,false
15,8,true
15,9,true
15,10,false
15,11,false
15,12,false
15,13,false
15,14,false
15,15,false
15,16,false
15,17,false
15,18,false
15,19,true
15,20,false
15,21,false
15,22,true
15,23,false
15,24,true
15,25,false
15,26,true
15,27,false
15,28,false
15,29,true
15,30,false
15,31,false
15,32,false
15,33,false
16,1,false
16,2,false
16,3,true
16,4,false
16,5,false
16,6,true
16,7,false
16,8,false
16,9,true
16,10,false
16,11,true
16,12,true
16,13,false
16,14,false
16,15,false
16,16,false
16,17,false
16,18,false
16,19,true
16,20,false
16,21,true
16,22,false
16,23,true
16,24,true
16,25,false
16,26,false
16,27,false
16,28,true
16,29,true
16,30,false
16,31,true
16,32,false
16,33,false
17,1,true
17,2,false
17,3,false
17,4,false
17,5,false
17,6,true
17,7,false
17,8,false
17,9,false
17,10,false
17,11,false
17,12,false
17,13,false
17,14,false
17,15,false
17,16,false
17,17,false
17,18,false
17,19,false
17,20,false
17,21,false
17,22,true
17,23,false
17,24,false
17,25,false
17,26,false
17,27,false
17,28,false
17,29,false
17,30,true
17,31,false
17,32,false
17,33,false
18,1,false
18,2,false
18,3,true
18,4,false
18,5,false
18,6,false
18,7,false
18,8,true
18,9,true
18,10,false
18,11,false
18,12,false
18,13,false
18,14,false
18,15,false
18,16,false
18,17,false
18,18,false
18,19,true
18,20,false
18,21,false
18,22,false
18,23,true
18,24,true
18,25,false
18,26,false
18,27,false
18,28,false
18,29,true
18,30,false
18,31,false
18,32,false
18,33,false
19,1,false
19,2,false
19,3,false
19,4,false
19,5,false
19,6,false
19,7,false
19,8,false
19,9,false
19,10,false
19,11,false
19,12,false
19,13,false
19,14,false
19,15,false
19,16,false
19,17,false
19,18,false
19,19,true
19,20,false
19,21,false
19,22,false
19,23,false
19,24,false
19,25,false
19,26,false
19,27,false
19,28,false
19,29,false
19,30,false
19,31,false
19,32,false
19,33,false
20,1,false
20,2,false
20,3,true
20,4,false
20,5,true
20,6,true
20,7,false
20,8,false
20,9,true
20,10,false
20,11,false
20,12,false
20,13,false
20,14,false
20,15,false
20,16,false
20,17,false
20,18,false
20,19,true
20,20,false
20,21,false
20,22,false
20,23,true
20,24,false
20,25,false
20,26,false
20,27,false
20,28,false
20,29,false
20,30,false
20,31,false
20,32,false
20,33,false
21,1,true
21,2,false
21,3,false
21,4,false
21,5,false
21,6,false
21,7,false
21,8,true
21,9,true
21,10,false
21,11,false
21,12,false
21,13,false
21,14,false
21,15,false
21,16,false
21,17,false
21,18,false
21,19,true
21,20,false
21,21,false
21,22,true
21,23,false
21,24,true
21,25,false
21,26,false
21,27,false
21,28,false
21,29,false
21,30,false
21,31,false
21,32,false
21,33,false
22,1,true
22,2,false
22,3,true
22,4,false
22,5,false
22,6,true
22,7,false
22,8,false
22,9,true
22,10,false
22,11,false
22,12,false
22,13,false
22,14,false
22,15,true
22,16,true
22,17,false
22,18,false
22,19,false
22,20,false
22,21,false
22,22,false
22,23,false
22,24,false
22,25,false
22,26,false
22,27,false
22,28,false
22,29,true
22,30,false
22,31,false
22,32,false
22,33,false
23,1,false
23,2,false
23,3,false
23,4,false
23,5,false
23,6,false
23,7,false
23,8,true
23,9,false
23,10,false
23,11,false
23,12,false
23,13,false
23,14,false
23,15,false
23,16,false
23,17,false
23,18,false
23,19,true
23,20,false
23,21,false
23,22,false
23,23,true
23,24,false
23,25,false
23,26,false
23,27,false
23,28,false
23,29,false
23,30,false
23,31,false
23,32,false
23,33,false
24,1,false
24,2,false
24,3,false
24,4,false
24,5,false
24,6,false
24,7,false
24,8,false
24,9,false
24,10,false
24,11,false
24,12,false
24,13,false
24,14,false
24,15,false
24,16,false
24,17,false
24,18,false
24,19,true
24,20,false
24,21,false
24,22,false
24,23,false
24,24,false
24,25,false
24,26,false
24,27,false
24,28,false
24,29,false
24,30,false
24,31,false
24,32,false
24,33,false
25,1,false
25,2,false
25,3,false
25,4,false
25,5,false
25,6,false
25,7,false
25,8,true
25,9,true
25,10,false
25,11,false
25,12,false
25,13,false
25,14,false
25,15,false
25,16,false
25,17,false
25,18,false
25,19,true
25,20,false
25,21,false
25,22,false
25,23,false
25,24,true
25,25,false
25,26,true
25,27,false
25,28,false
25,29,true
25,30,false
25,31,false
25,32,false
25,33,false
26,1,false
26,2,false
26,3,false
26,4,false
26,5,false
26,6,false
26,7,false
26,8,true
26,9,false
26,10,false
26,11,false
26,12,false
26,13,false
26,14,false
26,15,true
26,16,true
26,17,false
26,18,false
26,19,true
26,20,true
26,21,false
26,22,true
26,23,false
26,24,true
26,25,false
26,26,false
26,27,false
26,28,false
26,29,true
26,30,false
26,31,false
26,32,false
26,33,false
27,1,false
27,2,false
27,3,false
27,4,false
27,5,false
27,6,false
27,7,false
27,8,false
27,9,false
27,10,false
27,11,false
27,12,false
27,13,false
27,14,false
27,15,false
27,16,false
27,17,false
27,18,false
27,19,true
27,20,false
27,21,false
27,22,false
27,23,false
27,24,true
27,25,false
27,26,false
27,27,false
27,28,false
27,29,false
27,30,false
27,31,false
27,32,false
27,33,false
28,1,false
28,2,false
28,3,false
28,4,false
28,5,false
28,6,false
28,7,false
28,8,true
28,9,true
28,10,true
28,11,false
28,12,false
28,13,false
28,14,false
28,15,false
28,16,false
28,17,false
28,18,false
28,19,false
28,20,false
28,21,false
28,22,false
28,23,false
28,24,false
28,25,false
28,26,true
28,27,false
28,28,true
28,29,false
28,30,false
28,31,false
28,32,false
28,33,false
29,1,false
29,2,false
29,3,false
29,4,false
29,5,false
29,6,true
29,7,false
29,8,false
29,9,false
29,10,false
29,11,false
29,12,false
29,13,false
29,14,true
29,15,false
29,16,false
29,17,true
29,18,false
29,19,true
29,20,false
29,21,false
29,22,false
29,23,false
29,24,false
29,25,false
29,26,true
29,27,false
29,28,true
29,29,false
29,30,false
29,31,false
29,32,false
29,33,false
30,1,true
30,2,false
30,3,false
30,4,false
30,5,false
30,6,false
30,7,false
30,8,false
30,9,false
30,10,false
30,11,false
30,12,false
30,13,false
30,14,false
30,15,false
30,16,false
30,17,false
30,18,false
30,19,true
30,20,false
30,21,false
30,22,false
30,23,false
30,24,false
30,25,false
30,26,true
30,27,false
30,28,false
30,29,false
30,30,false
30,31,false
30,32,false
30,33,false
31,1,false
31,2,false
31,3,true
31,4,false
31,5,false
31,6,false
31,7,false
31,8,true
31,9,true
31,10,false
31,11,false
31,12,true
31,13,false
31,14,false
31,15,false
31,16,false
31,17,false
31,18,false
31,19,true
31,20,false
31,21,false
31,22,false
31,23,false
31,24,true
31,25,false
31,26,false
31,27,false
31,28,false
31,29,false
31,30,true
31,31,false
31,32,false
31,33,false
32,1,false
32,2,false
32,3,false
32,4,false
32,5,false
32,6,false
32,7,false
32,8,false
32,9,false
32,10,false
32,11,false
32,12,false
32,13,false
32,14,false
32,15,false
32,16,false
32,17,false
32,18,false
32,19,true
32,20,false
32,21,false
32,22,false
32,23,false
32,24,false
32,25,false
32,26,false
32,27,false
32,28,false
32,29,false
32,30,false
32,31,false
32,32,false
32,33,false
33,1,false
33,2,false
33,3,false
33,4,false
33,5,false
33,6,false
33,7,false
33,8,true
33,9,false
33,10,false
33,11,false
33,12,false
33,13,false
33,14,false
33,15,false
33,16,false
33,17,false
33,18,false
33,19,false
33,20,false
33,21,false
33,22,false
33,23,false
33,24,false
33,25,false
33,26,false
33,27,false
33,28,false
33,29,true
33,30,true
33,31,false
33,32,false
33,33,false
34,1,true
34,2,false
34,3,false
34,4,false
34,5,false
34,6,false
34,7,false
34,8,false
34,9,false
34,10,false
34,11,false
34,12,false
34,13,false
34,14,false
34,15,false
34,16,false
34,17,false
34,18,false
34,19,true
34,20,false
34,21,false
34,22,false
34,23,false
34,24,false
34,25,false
34,26,false
34,27,false
34,28,false
34,29,false
34,30,false
34,31,false
34,32,false
34,33,false
35,1,true
35,2,false
35,3,false
35,4,false
35,5,false
35,6,true
35,7,false
35,8,false
35,9,false
35,10,false
35,11,true
35,12,true
35,13,false
35,14,false
35,15,false
35,16,false
35,17,false
35,18,false
35,19,true
35,20,false
35,21,false
35,22,false
35,23,true
35,24,false
35,25,false
35,26,false
35,27,false
35,28,false
35,29,false
35,30,false
35,31,false
35,32,false
35,33,false
36,1,true
36,2,false
36,3,true
36,4,false
36,5,false
36,6,false
36,7,false
36,8,false
36,9,false
36,10,false
36,11,false
36,12,true
36,13,true
36,14,false
36,15,false
36,16,false
36,17,false
36,18,false
36,19,true
36,20,false
36,21,false
36,22,true
36,23,false
36,24,false
36,25,false
36,26,false
36,27,false
36,28,false
36,29,false
36,30,false
36,31,false
36,32,false
36,33,false
37,1,false
37,2,false
37,3,false
37,4,false
37,5,false
37,6,false
37,7,false
37,8,true
37,9,true
37,10,false
37,11,false
37,12,true
37,13,false
37,14,false
37,15,false
37,16,false
37,17,false
37,18,false
37,19,true
37,20,true
37,21,false
37,22,true
37,23,true
37,24,true
37,25,false
37,26,true
37,27,false
37,28,false
37,29,true
37,30,false
37,31,false
37,32,false
37,33,false
38,1,false
38,2,false
38,3,false
38,4,false
38,5,false
38,6,false
38,7,false
38,8,true
38,9,false
38,10,false
38,11,false
38,12,false
38,13,false
38,14,false
38,15,false
38,16,false
38,17,false
38,18,true
38,19,true
38,20,false
38,21,false
38,22,false
38,23,false
38,24,false
38,25,false
38,26,false
38,27,false
38,28,false
38,29,false
38,30,false
38,31,false
38,32,false
38,33,false
39,1,true
39,2,false
39,3,false
39,4,false
39,5,false
39,6,true
39,7,false
39,8,false
39,9,false
39,10,false
39,11,true
39,12,false
39,13,false
39,14,false
39,15,false
39,16,false
39,17,false
39,18,false
39,19,true
39,20,false
39,21,false
39,22,true
39,23,false
39,24,true
39,25,false
39,26,false
39,27,false
39,28,false
39,29,false
39,30,true
39,31,false
39,32,false
39,33,false
40,1,false
40,2,false
40,3,false
40,4,false
40,5,false
40,6,true
40,7,false
40,8,false
40,9,false
40,10,false
40,11,false
40,12,false
40,13,false
40,14,false
40,15,false
40,16,false
40,17,false
40,18,false
40,19,false
40,20,false
40,21,false
40,22,false
40,23,false
40,24,true
40,25,false
40,26,false
40,27,false
40,28,false
40,29,true
40,30,false
40,31,false
40,32,false
40,33,false
41,1,true
41,2,false
41,3,false
41,4,false
41,5,false
41,6,false
41,7,false
41,8,false
41,9,false
41,10,false
41,11,false
41,12,false
41,13,false
41,14,false
41,15,false
41,16,false
41,17,false
41,18,false
41,19,false
41,20,false
41,21,false
41,22,false
41,23,false
41,24,false
41,25,false
41,26,false
41,27,false
41,28,false
41,29,false
41,30,false
41,31,false
41,32,false
41,33,false
42,1,true
42,2,false
42,3,true
42,4,false
42,5,false
42,6,true
42,7,false
42,8,false
42,9,false
42,10,false
42,11,true
42,12,false
42,13,true
42,14,false
42,15,false
42,16,false
42,17,false
42,18,false
42,19,true
42,20,false
42,21,false
42,22,true
42,23,true
42,24,true
42,25,false
42,26,false
42,27,false
42,28,false
42,29,false
42,30,true
42,31,false
42,32,false
42,33,false
43,1,false
43,2,false
43,3,false
43,4,false
43,5,false
43,6,true
43,7,false
43,8,true
43,9,false
43,10,false
43,11,false
43,12,false
43,13,false
43,14,false
43,15,false
43,16,false
43,17,false
43,18,false
43,19,true
43,20,false
43,21,false
43,22,false
43,23,true
43,24,true
43,25,false
43,26,false
43,27,false
43,28,false
43,29,false
43,30,false
43,31,false
43,32,false
43,33,false
44,1,false
44,2,false
44,3,false
44,4,false
44,5,false
44,6,false
44,7,false
44,8,true
44,9,false
44,10,false
44,11,false
44,12,false
44,13,false
44,14,false
44,15,false
44,16,false
44,17,false
44,18,false
44,19,true
44,20,false
44,21,false
44,22,false
44,23,true
44,24,true
44,25,false
44,26,false
44,27,false
44,28,false
44,29,true
44,30,false
44,31,false
44,32,false
44,33,false
45,1,true
45,2,false
45,3,false
45,4,false
45,5,false
45,6,false
45,7,false
45,8,false
45,9,false
45,10,false
45,11,false
45,12,false
45,13,false
45,14,false
45,15,false
45,16,false
45,17,false
45,18,false
45,19,false
45,20,false
45,21,false
45,22,false
45,23,false
45,24,false
45,25,false
45,26,false
45,27,false
45,28,false
45,29,false
45,30,false
45,31,false
45,32,false
45,33,false
46,1,false
46,2,false
46,3,false
46,4,false
46,5,false
46,6,false
46,7,false
46,8,false
46,9,false
46,10,false
46,11,false
46,12,false
46,13,false
46,14,false
46,15,false
46,16,false
46,17,false
46,18,false
46,19,true
46,20,false
46,21,false
46,22,true
46,23,false
46,24,false
46,25,false
46,26,true
46,27,false
46,28,false
46,29,false
46,30,false
46,31,false
46,32,false
46,33,false
47,1,false
47,2,false
47,3,true
47,4,false
47,5,false
47,6,false
47,7,false
47,8,true
47,9,true
47,10,false
47,11,true
47,12,true
47,13,false
47,14,false
47,15,false
47,16,false
47,17,false
47,18,false
47,19,true
47,20,true
47,21,true
47,22,true
47,23,false
47,24,true
47,25,false
47,26,true
47,27,false
47,28,false
47,29,true
47,30,true
47,31,false
47,32,false
47,33,true
48,1,true
48,2,false
48,3,false
48,4,false
48,5,false
48,6,false
48,7,false
48,8,false
48,9,false
48,10,false
48,11,false
48,12,false
48,13,false
48,14,false
48,15,false
48,16,false
48,17,false
48,18,false
48,19,true
48,20,false
48,21,false
48,22,false
48,23,false
48,24,false
48,25,false
48,26,false
48,27,false
48,28,false
48,29,false
48,30,false
48,31,false
48,32,false
48,33,false
49,1,false
49,2,false
49,3,false
49,4,false
49,5,false
49,6,false
49,7,false
49,8,false
49,9,false
49,10,false
49,11,false
49,12,false
49,13,false
49,14,false
49,15,false
49,16,false
49,17,false
49,18,false
49,19,true
49,20,false
49,21,false
49,22,false
49,23,false
49,24,false
49,25,false
49,26,false
49,27,false
49,28,false
49,29,false
49,30,false
49,31,false
49,32,false
49,33,false
50,1,true
50,2,false
50,3,true
50,4,false
50,5,false
50,6,false
50,7,false
50,8,true
50,9,true
50,10,false
50,11,false
50,12,false
50,13,false
50,14,false
50,15,false
50,16,false
50,17,false
50,18,false
50,19,true
50,20,false
50,21,false
50,22,false
50,23,false
50,24,true
50,25,false
50,26,false
50,27,false
50,28,false
50,29,true
50,30,false
50,31,false
50,32,false
50,33,false
51,1,true
51,2,false
51,3,false
51,4,false
51,5,false
51,6,false
51,7,false
51,8,true
51,9,false
51,10,false
51,11,false
51,12,true
51,13,true
51,14,false
51,15,false
51,16,false
51,17,false
51,18,false
51,19,true
51,20,false
51,21,false
51,22,false
51,23,false
51,24,true
51,25,false
51,26,false
51,27,false
51,28,false
51,29,false
51,30,false
51,31,false
51,32,false
51,33,false
52,1,true
52,2,false
52,3,false
52,4,false
52,5,false
52,6,false
52,7,false
52,8,false
52,9,false
52,10,false
52,11,false
52,12,false
52,13,false
52,14,false
52,15,false
52,16,false
52,17,false
52,18,false
52,19,true
52,20,false
52,21,false
52,22,false
52,23,false
52,24,false
52,25,false
52,26,false
52,27,false
52,28,false
52,29,false
52,30,false
52,31,false
52,32,false
52,33,false
53,1,true
53,2,false
53,3,false
53,4,false
53,5,false
53,6,false
53,7,false
53,8,false
53,9,false
53,10,false
53,11,false
53,12,false
53,13,false
53,14,false
53,15,false
53,16,false
53,17,false
53,18,false
53,19,true
53,20,false
53,21,false
53,22,false
53,23,false
53,24,false
53,25,false
53,26,false
53,27,false
53,28,false
53,29,false
53,30,false
53,31,false
53,32,false
53,33,false
54,1,false
54,2,false
54,3,true
54,4,false
54,5,false
54,6,true
54,7,false
54,8,false
54,9,true
54,10,false
54,11,true
54,12,false
54,13,false
54,14,false
54,15,false
54,16,false
54,17,false
54,18,false
54,19,true
54,20,true
54,21,false
54,22,true
54,23,true
54,24,false
54,25,false
54,26,false
54,27,false
54,28,false
54,29,false
54,30,true
54,31,false
54,32,false
54,33,false
55,1,false
55,2,false
55,3,true
55,4,false
55,5,false
55,6,false
55,7,false
55,8,true
55,9,true
55,10,false
55,11,false
55,12,false
55,13,false
55,14,false
55,15,false
55,16,false
55,17,false
55,18,false
55,19,false
55,20,false
55,21,false
55,22,false
55,23,false
55,24,false
55,25,false
55,26,true
55,27,false
55,28,false
55,29,true
55,30,false
55,31,false
55,32,false
55,33,false
56,1,false
56,2,false
56,3,false
56,4,false
56,5,false
56,6,false
56,7,false
56,8,false
56,9,false
56,10,false
56,11,false
56,12,false
56,13,false
56,14,false
56,15,false
56,16,false
56,17,false
56,18,false
56,19,true
56,20,false
56,21,false
56,22,false
56,23,false
56,24,true
56,25,false
56,26,false
56,27,false
56,28,false
56,29,false
56,30,false
56,31,false
56,32,false
56,33,false
57,1,false
57,2,false
57,3,true
57,4,false
57,5,false
57,6,false
57,7,false
57,8,true
57,9,true
57,10,false
57,11,false
57,12,false
57,13,false
57,14,false
57,15,false
57,16,false
57,17,false
57,18,false
57,19,true
57,20,false
57,21,false
57,22,false
57,23,false
57,24,true
57,25,false
57,26,false
57,27,false
57,28,false
57,29,false
57,30,false
57,31,false
57,32,true
57,33,false
58,1,true
58,2,false
58,3,false
58,4,false
58,5,false
58,6,false
58,7,false
58,8,false
58,9,false
58,10,false
58,11,false
58,12,false
58,13,false
58,14,false
58,15,false
58,16,false
58,17,false
58,18,false
58,19,true
58,20,false
58,21,false
58,22,false
58,23,false
58,24,false
58,25,false
58,26,false
58,27,false
58,28,false
58,29,false
58,30,false
58,31,false
58,32,false
58,33,false
59,1,true
59,2,false
59,3,false
59,4,false
59,5,false
59,6,false
59,7,false
59,8,false
59,9,false
59,10,false
59,11,false
59,12,false
59,13,false
59,14,false
59,15,false
59,16,false
59,17,false
59,18,false
59,19,true
59,20,false
59,21,false
59,22,false
59,23,false
59,24,false
59,25,false
59,26,false
59,27,false
59,28,false
59,29,false
59,30,false
59,31,false
59,32,false
59,33,false
60,1,false
60,2,false
60,3,true
60,4,false
60,5,false
60,6,false
60,7,false
60,8,true
60,9,true
60,10,false
60,11,true
60,12,false
60,13,false
60,14,false
60,15,false
60,16,false
60,17,false
60,18,false
60,19,true
60,20,true
60,21,false
60,22,true
60,23,true
60,24,true
60,25,false
60,26,false
60,27,true
60,28,false
60,29,true
60,30,true
60,31,false
60,32,false
60,33,false
