Official Name State,State Abbreviation,Official Name County,Type,Name with legal/statistical area description
North Dakota,ND,Traill,county,Traill County
North Dakota,ND,Walsh,county,Walsh County
North Dakota,ND,Ward,county,Ward County
North Dakota,ND,Wells,county,Wells County
North Dakota,ND,Williams,county,Williams County
Ohio,OH,Adams,county,Adams County
Ohio,OH,Allen,county,Allen County
Ohio,OH,Ashland,county,Ashland County
Ohio,OH,Ashtabula,county,Ashtabula County
Ohio,OH,Athens,county,Athens County
Ohio,OH,Auglaize,county,Auglaize County
Ohio,OH,Belmont,county,Belmont County
Ohio,OH,Brown,county,Brown County
Ohio,OH,Butler,county,Butler County
Ohio,OH,Carroll,county,Carroll County
Ohio,OH,Champaign,county,Champaign County
Ohio,OH,Clark,county,Clark County
Ohio,OH,Clermont,county,Clermont County
Ohio,OH,Clinton,county,Clinton County
Ohio,OH,Columbiana,county,Columbiana County
Ohio,OH,Coshocton,county,Coshocton County
Ohio,OH,Crawford,county,Crawford County
Ohio,OH,Cuyahoga,county,Cuyahoga County
Ohio,OH,Darke,county,Darke County
Ohio,OH,Defiance,county,Defiance County
Ohio,OH,Delaware,county,Delaware County
Ohio,OH,Erie,county,Erie County
Ohio,OH,Fairfield,county,Fairfield County
Ohio,OH,Fayette,county,Fayette County
Ohio,OH,Franklin,county,Franklin County
Ohio,OH,Fulton,county,Fulton County
Ohio,OH,Gallia,county,Gallia County
Ohio,OH,Geauga,county,Geauga County
Ohio,OH,Greene,county,Greene County
Ohio,OH,Guernsey,county,Guernsey County
Ohio,OH,Hamilton,county,Hamilton County
Ohio,OH,Hancock,county,Hancock County
Ohio,OH,Hardin,county,Hardin County
Ohio,OH,Harrison,county,Harrison County
Ohio,OH,Henry,county,Henry County
Ohio,OH,Highland,county,Highland County
Ohio,OH,Hocking,county,Hocking County
Ohio,OH,Holmes,county,Holmes County
Ohio,OH,Huron,county,Huron County
Ohio,OH,Jackson,county,Jackson County
Ohio,OH,Jefferson,county,Jefferson County
Ohio,OH,Knox,county,Knox County
Ohio,OH,Lake,county,Lake County
Ohio,OH,Lawrence,county,Lawrence County
Ohio,OH,Licking,county,Licking County
Ohio,OH,Logan,county,Logan County
Ohio,OH,Lorain,county,Lorain County
Ohio,OH,Lucas,county,Lucas County
Ohio,OH,Madison,county,Madison County
Ohio,OH,Mahoning,county,Mahoning County
Ohio,OH,Marion,county,Marion County
Ohio,OH,Medina,county,Medina County
Ohio,OH,Meigs,county,Meigs County
Ohio,OH,Mercer,county,Mercer County
Ohio,OH,Miami,county,Miami County
Ohio,OH,Monroe,county,Monroe County
Ohio,OH,Montgomery,county,Montgomery County
Ohio,OH,Morgan,county,Morgan County
Ohio,OH,Morrow,county,Morrow County
Ohio,OH,Muskingum,county,Muskingum County
Ohio,OH,Noble,county,Noble County
Ohio,OH,Ottawa,county,Ottawa County
Ohio,OH,Paulding,county,Paulding County
Ohio,OH,Perry,county,Perry County
Ohio,OH,Pickaway,county,Pickaway County
Ohio,OH,Pike,county,Pike County
Ohio,OH,Portage,county,Portage County
Ohio,OH,Preble,county,Preble County
Ohio,OH,Putnam,county,Putnam County
Ohio,OH,Richland,county,Richland County
Ohio,OH,Ross,county,Ross County
Ohio,OH,Sandusky,county,Sandusky County
Ohio,OH,Scioto,county,Scioto County
Ohio,OH,Seneca,county,Seneca County
Ohio,OH,Shelby,county,Shelby County
Ohio,OH,Stark,county,Stark County
Ohio,OH,Summit,county,Summit County
Ohio,OH,Trumbull,county,Trumbull County
Ohio,OH,Tuscarawas,county,Tuscarawas County
Ohio,OH,Union,county,Union County
Ohio,OH,Van Wert,county,Van Wert County
Ohio,OH,Vinton,county,Vinton County
Ohio,OH,Warren,county,Warren County
Ohio,OH,Washington,county,Washington County
Ohio,OH,Wayne,county,Wayne County
Ohio,OH,Williams,county,Williams County
Ohio,OH,Wood,county,Wood County
Ohio,OH,Wyandot,county,Wyandot County
Oklahoma,OK,Adair,county,Adair County
Oklahoma,OK,Alfalfa,county,Alfalfa County
Oklahoma,OK,Atoka,county,Atoka County
Oklahoma,OK,Beaver,county,Beaver County
Oklahoma,OK,Beckham,county,Beckham County
Oklahoma,OK,Blaine,county,Blaine County
Oklahoma,OK,Bryan,county,Bryan County
Oklahoma,OK,Caddo,county,Caddo County
Oklahoma,OK,Canadian,county,Canadian County
Oklahoma,OK,Carter,county,Carter County
Oklahoma,OK,Cherokee,county,Cherokee County
Oklahoma,OK,Choctaw,county,Choctaw County
Oklahoma,OK,Cimarron,county,Cimarron County
Oklahoma,OK,Cleveland,county,Cleveland County
Oklahoma,OK,Coal,county,Coal County
Oklahoma,OK,Comanche,county,Comanche County
Oklahoma,OK,Cotton,county,Cotton County
Oklahoma,OK,Craig,county,Craig County
Oklahoma,OK,Creek,county,Creek County
Oklahoma,OK,Custer,county,Custer County
Oklahoma,OK,Delaware,county,Delaware County
Oklahoma,OK,Dewey,county,Dewey County
Oklahoma,OK,Ellis,county,Ellis County
Oklahoma,OK,Garfield,county,Garfield County
Oklahoma,OK,Garvin,county,Garvin County
Oklahoma,OK,Grady,county,Grady County
Oklahoma,OK,Grant,county,Grant County
Oklahoma,OK,Greer,county,Greer County
Oklahoma,OK,Harmon,county,Harmon County
Oklahoma,OK,Harper,county,Harper County
Oklahoma,OK,Haskell,county,Haskell County
Oklahoma,OK,Hughes,county,Hughes County
Oklahoma,OK,Jackson,county,Jackson County
Oklahoma,OK,Jefferson,county,Jefferson County
Oklahoma,OK,Johnston,county,Johnston County
Oklahoma,OK,Kay,county,Kay County
Oklahoma,OK,Kingfisher,county,Kingfisher County
Oklahoma,OK,Kiowa,county,Kiowa County
Oklahoma,OK,Latimer,county,Latimer County
Oklahoma,OK,Le Flore,county,Le Flore County
Oklahoma,OK,Lincoln,county,Lincoln County
Oklahoma,OK,Logan,county,Logan County
Oklahoma,OK,Love,county,Love County
Oklahoma,OK,Major,county,Major County
Oklahoma,OK,Marshall,county,Marshall County
Oklahoma,OK,Mayes,county,Mayes County
Oklahoma,OK,McClain,county,McClain County
Oklahoma,OK,McCurtain,county,McCurtain County
Oklahoma,OK,McIntosh,county,McIntosh County
Oklahoma,OK,Murray,county,Murray County
Oklahoma,OK,Muskogee,county,Muskogee County
Oklahoma,OK,Noble,county,Noble County
Oklahoma,OK,Nowata,county,Nowata County
Oklahoma,OK,Okfuskee,county,Okfuskee County
Oklahoma,OK,Oklahoma,county,Oklahoma County
Oklahoma,OK,Okmulgee,county,Okmulgee County
Oklahoma,OK,Osage,county,Osage County
Oklahoma,OK,Ottawa,county,Ottawa County
Oklahoma,OK,Pawnee,county,Pawnee County
Oklahoma,OK,Payne,county,Payne County
Oklahoma,OK,Pittsburg,county,Pittsburg County
Oklahoma,OK,Pontotoc,county,Pontotoc County
Oklahoma,OK,Pottawatomie,county,Pottawatomie County
Oklahoma,OK,Pushmataha,county,Pushmataha County
Oklahoma,OK,Roger Mills,county,Roger Mills County
Oklahoma,OK,Rogers,county,Rogers County
Oklahoma,OK,Seminole,county,Seminole County
Oklahoma,OK,Sequoyah,county,Sequoyah County
Oklahoma,OK,Stephens,county,Stephens County
Oklahoma,OK,Texas,county,Texas County
Oklahoma,OK,Tillman,county,Tillman County
Oklahoma,OK,Tulsa,county,Tulsa County
Oklahoma,OK,Wagoner,county,Wagoner County
Oklahoma,OK,Washington,county,Washington County
Oklahoma,OK,Washita,county,Washita County
Oklahoma,OK,Woods,county,Woods County
Oklahoma,OK,Woodward,county,Woodward County
Oregon,OR,Baker,county,Baker County
Oregon,OR,Benton,county,Benton County
Oregon,OR,Clackamas,county,Clackamas County
Oregon,OR,Clatsop,county,Clatsop County
Oregon,OR,Columbia,county,Columbia County
Oregon,OR,Coos,county,Coos County
Oregon,OR,Crook,county,Crook County
Oregon,OR,Curry,county,Curry County
Oregon,OR,Deschutes,county,Deschutes County
Oregon,OR,Douglas,county,Douglas County
Oregon,OR,Gilliam,county,Gilliam County
Oregon,OR,Grant,county,Grant County
Oregon,OR,Harney,county,Harney County
Oregon,OR,Hood River,county,Hood River County
Oregon,OR,Jackson,county,Jackson County
Oregon,OR,Jefferson,county,Jefferson County
Oregon,OR,Josephine,county,Josephine County
Oregon,OR,Klamath,county,Klamath County
Oregon,OR,Lake,county,Lake County
Oregon,OR,Lane,county,Lane County
Oregon,OR,Lincoln,county,Lincoln County
Oregon,OR,Linn,county,Linn County
Oregon,OR,Malheur,county,Malheur County
Oregon,OR,Marion,county,Marion County
Oregon,OR,Morrow,county,Morrow County
Oregon,OR,Multnomah,county,Multnomah County
Oregon,OR,Polk,county,Polk County
Oregon,OR,Sherman,county,Sherman County
Oregon,OR,Tillamook,county,Tillamook County
Oregon,OR,Umatilla,county,Umatilla County
Oregon,OR,Union,county,Union County
Oregon,OR,Wallowa,county,Wallowa County
Oregon,OR,Wasco,county,Wasco County
Oregon,OR,Washington,county,Washington County
Oregon,OR,Wheeler,county,Wheeler County
Oregon,OR,Yamhill,county,Yamhill County
Pennsylvania,PA,Adams,county,Adams County
Pennsylvania,PA,Allegheny,county,Allegheny County
Pennsylvania,PA,Armstrong,county,Armstrong County
Pennsylvania,PA,Beaver,county,Beaver County
Pennsylvania,PA,Bedford,county,Bedford County
Pennsylvania,PA,Berks,county,Berks County
Pennsylvania,PA,Blair,county,Blair County
Pennsylvania,PA,Bradford,county,Bradford County
Pennsylvania,PA,Bucks,county,Bucks County
Pennsylvania,PA,Butler,county,Butler County
Pennsylvania,PA,Cambria,county,Cambria County
Pennsylvania,PA,Cameron,county,Cameron County
Pennsylvania,PA,Carbon,county,Carbon County
Pennsylvania,PA,Centre,county,Centre County
Pennsylvania,PA,Chester,county,Chester County
Pennsylvania,PA,Clarion,county,Clarion County
Pennsylvania,PA,Clearfield,county,Clearfield County
Pennsylvania,PA,Clinton,county,Clinton County
Pennsylvania,PA,Columbia,county,Columbia County
Pennsylvania,PA,Crawford,county,Crawford County
Pennsylvania,PA,Cumberland,county,Cumberland County
Pennsylvania,PA,Dauphin,county,Dauphin County
Pennsylvania,PA,Delaware,county,Delaware County
Pennsylvania,PA,Elk,county,Elk County
Pennsylvania,PA,Erie,county,Erie County
Pennsylvania,PA,Fayette,county,Fayette County
Pennsylvania,PA,Forest,county,Forest County
Pennsylvania,PA,Franklin,county,Franklin County
Pennsylvania,PA,Fulton,county,Fulton County
Pennsylvania,PA,Greene,county,Greene County
Pennsylvania,PA,Huntingdon,county,Huntingdon County
Pennsylvania,PA,Indiana,county,Indiana County
Pennsylvania,PA,Jefferson,county,Jefferson County
Pennsylvania,PA,Juniata,county,Juniata County
Pennsylvania,PA,Lackawanna,county,Lackawanna County
Pennsylvania,PA,Lancaster,county,Lancaster County
Pennsylvania,PA,Lawrence,county,Lawrence County
Pennsylvania,PA,Lebanon,county,Lebanon County
Pennsylvania,PA,Lehigh,county,Lehigh County
Pennsylvania,PA,Luzerne,county,Luzerne County
Pennsylvania,PA,Lycoming,county,Lycoming County
Pennsylvania,PA,McKean,county,McKean County
Pennsylvania,PA,Mercer,county,Mercer County
Pennsylvania,PA,Mifflin,county,Mifflin County
Pennsylvania,PA,Monroe,county,Monroe County
Pennsylvania,PA,Montgomery,county,Montgomery County
Pennsylvania,PA,Montour,county,Montour County
Pennsylvania,PA,Northampton,county,Northampton County
Pennsylvania,PA,Northumberland,county,Northumberland County
Pennsylvania,PA,Perry,county,Perry County
Pennsylvania,PA,Philadelphia,county,Philadelphia County
Pennsylvania,PA,Pike,county,Pike County
Pennsylvania,PA,Potter,county,Potter County
Pennsylvania,PA,Schuylkill,county,Schuylkill County
Pennsylvania,PA,Snyder,county,Snyder County
Pennsylvania,PA,Somerset,county,Somerset County
Pennsylvania,PA,Sullivan,county,Sullivan County
Pennsylvania,PA,Susquehanna,county,Susquehanna County
Pennsylvania,PA,Tioga,county,Tioga County
Pennsylvania,PA,Union,county,Union County
Pennsylvania,PA,Venango,county,Venango County
Pennsylvania,PA,Warren,county,Warren County
Pennsylvania,PA,Washington,county,Washington County
Pennsylvania,PA,Wayne,county,Wayne County
Pennsylvania,PA,Westmoreland,county,Westmoreland County
Pennsylvania,PA,Wyoming,county,Wyoming County
Pennsylvania,PA,York,county,York County
Rhode Island,RI,Bristol,county,Bristol County
Rhode Island,RI,Kent,county,Kent County
Rhode Island,RI,Newport,county,Newport County
Rhode Island,RI,Providence,county,Providence County
Rhode Island,RI,Washington,county,Washington County
South Carolina,SC,Abbeville,county,Abbeville County
South Carolina,SC,Aiken,county,Aiken County
South Carolina,SC,Allendale,county,Allendale County
South Carolina,SC,Anderson,county,Anderson County
South Carolina,SC,Bamberg,county,Bamberg County
South Carolina,SC,Barnwell,county,Barnwell County
South Carolina,SC,Beaufort,county,Beaufort County
South Carolina,SC,Berkeley,county,Berkeley County
South Carolina,SC,Calhoun,county,Calhoun County
South Carolina,SC,Charleston,county,Charleston County
South Carolina,SC,Cherokee,county,Cherokee County
South Carolina,SC,Chester,county,Chester County
South Carolina,SC,Chesterfield,county,Chesterfield County
South Carolina,SC,Clarendon,county,Clarendon County
South Carolina,SC,Colleton,county,Colleton County
South Carolina,SC,Darlington,county,Darlington County
South Carolina,SC,Dillon,county,Dillon County
South Carolina,SC,Dorchester,county,Dorchester County
South Carolina,SC,Edgefield,county,Edgefield County
South Carolina,SC,Fairfield,county,Fairfield County
South Carolina,SC,Florence,county,Florence County
South Carolina,SC,Georgetown,county,Georgetown County
South Carolina,SC,Greenville,county,Greenville County
South Carolina,SC,Greenwood,county,Greenwood County
South Carolina,SC,Hampton,county,Hampton County
South Carolina,SC,Horry,county,Horry County
South Carolina,SC,Jasper,county,Jasper County
South Carolina,SC,Kershaw,county,Kershaw County
South Carolina,SC,Lancaster,county,Lancaster County
South Carolina,SC,Laurens,county,Laurens County
South Carolina,SC,Lee,county,Lee County
South Carolina,SC,Lexington,county,Lexington County
South Carolina,SC,Marion,county,Marion County
South Carolina,SC,Marlboro,county,Marlboro County
South Carolina,SC,McCormick,county,McCormick County
South Carolina,SC,Newberry,county,Newberry County
South Carolina,SC,Oconee,county,Oconee County
South Carolina,SC,Orangeburg,county,Orangeburg County
South Carolina,SC,Pickens,county,Pickens County
South Carolina,SC,Richland,county,Richland County
South Carolina,SC,Saluda,county,Saluda County
South Carolina,SC,Spartanburg,county,Spartanburg County
South Carolina,SC,Sumter,county,Sumter County
South Carolina,SC,Union,county,Union County
South Carolina,SC,Williamsburg,county,Williamsburg County
South Carolina,SC,York,county,York County
South Dakota,SD,Aurora,county,Aurora County
South Dakota,SD,Beadle,county,Beadle County
South Dakota,SD,Bennett,county,Bennett County
South Dakota,SD,Bon Homme,county,Bon Homme County
South Dakota,SD,Brookings,county,Brookings County
South Dakota,SD,Brown,county,Brown County
South Dakota,SD,Brule,county,Brule County
South Dakota,SD,Buffalo,county,Buffalo County
South Dakota,SD,Butte,county,Butte County
South Dakota,SD,Campbell,county,Campbell County
South Dakota,SD,Charles Mix,county,Charles Mix County
South Dakota,SD,Clark,county,Clark County
South Dakota,SD,Clay,county,Clay County
South Dakota,SD,Codington,county,Codington County
South Dakota,SD,Corson,county,Corson County
South Dakota,SD,Custer,county,Custer County
South Dakota,SD,Davison,county,Davison County
South Dakota,SD,Day,county,Day County
South Dakota,SD,Deuel,county,Deuel County
South Dakota,SD,Dewey,county,Dewey County
South Dakota,SD,Douglas,county,Douglas County
South Dakota,SD,Edmunds,county,Edmunds County
South Dakota,SD,Fall River,county,Fall River County
South Dakota,SD,Faulk,county,Faulk County
South Dakota,SD,Grant,county,Grant County
South Dakota,SD,Gregory,county,Gregory County
South Dakota,SD,Haakon,county,Haakon County
South Dakota,SD,Hamlin,county,Hamlin County
South Dakota,SD,Hand,county,Hand County
South Dakota,SD,Hanson,county,Hanson County
South Dakota,SD,Harding,county,Harding County
South Dakota,SD,Hughes,county,Hughes County
South Dakota,SD,Hutchinson,county,Hutchinson County
South Dakota,SD,Hyde,county,Hyde County
South Dakota,SD,Jackson,county,Jackson County
South Dakota,SD,Jerauld,county,Jerauld County
South Dakota,SD,Jones,county,Jones County
South Dakota,SD,Kingsbury,county,Kingsbury County
South Dakota,SD,Lake,county,Lake County
South Dakota,SD,Lawrence,county,Lawrence County
South Dakota,SD,Lincoln,county,Lincoln County
South Dakota,SD,Lyman,county,Lyman County
South Dakota,SD,Marshall,county,Marshall County
South Dakota,SD,McCook,county,McCook County
South Dakota,SD,McPherson,county,McPherson County
South Dakota,SD,Meade,county,Meade County
South Dakota,SD,Mellette,county,Mellette County
South Dakota,SD,Miner,county,Miner County
South Dakota,SD,Minnehaha,county,Minnehaha County
South Dakota,SD,Moody,county,Moody County
South Dakota,SD,Oglala Lakota,county,Oglala Lakota County
South Dakota,SD,Pennington,county,Pennington County
South Dakota,SD,Perkins,county,Perkins County
South Dakota,SD,Potter,county,Potter County
South Dakota,SD,Roberts,county,Roberts County
South Dakota,SD,Sanborn,county,Sanborn County
South Dakota,SD,Spink,county,Spink County
South Dakota,SD,Stanley,county,Stanley County
South Dakota,SD,Sully,county,Sully County
South Dakota,SD,Todd,county,Todd County
South Dakota,SD,Tripp,county,Tripp County
South Dakota,SD,Turner,county,Turner County
South Dakota,SD,Union,county,Union County
South Dakota,SD,Walworth,county,Walworth County
South Dakota,SD,Yankton,county,Yankton County
South Dakota,SD,Ziebach,county,Ziebach County
Tennessee,TN,Anderson,county,Anderson County
Tennessee,TN,Bedford,county,Bedford County
Tennessee,TN,Benton,county,Benton County
Tennessee,TN,Bledsoe,county,Bledsoe County
Tennessee,TN,Blount,county,Blount County
Tennessee,TN,Bradley,county,Bradley County
Tennessee,TN,Campbell,county,Campbell County
Tennessee,TN,Cannon,county,Cannon County
Tennessee,TN,Carroll,county,Carroll County
Tennessee,TN,Carter,county,Carter County
Tennessee,TN,Cheatham,county,Cheatham County
Tennessee,TN,Chester,county,Chester County
Tennessee,TN,Claiborne,county,Claiborne County
Tennessee,TN,Clay,county,Clay County
Tennessee,TN,Cocke,county,Cocke County
Tennessee,TN,Coffee,county,Coffee County
Tennessee,TN,Crockett,county,Crockett County
Tennessee,TN,Cumberland,county,Cumberland County
Tennessee,TN,Davidson,county,Davidson County
Tennessee,TN,Decatur,county,Decatur County
Tennessee,TN,DeKalb,county,DeKalb County
Tennessee,TN,Dickson,county,Dickson County
Tennessee,TN,Dyer,county,Dyer County
Tennessee,TN,Fayette,county,Fayette County
Tennessee,TN,Fentress,county,Fentress County
Tennessee,TN,Franklin,county,Franklin County
Tennessee,TN,Gibson,county,Gibson County
Tennessee,TN,Giles,county,Giles County
Tennessee,TN,Grainger,county,Grainger County
Tennessee,TN,Greene,county,Greene County
Tennessee,TN,Grundy,county,Grundy County
Tennessee,TN,Hamblen,county,Hamblen County
Tennessee,TN,Hamilton,county,Hamilton County
Tennessee,TN,Hancock,county,Hancock County
Tennessee,TN,Hardeman,county,Hardeman County
Tennessee,TN,Hardin,county,Hardin County
Tennessee,TN,Hawkins,county,Hawkins County
Tennessee,TN,Haywood,county,Haywood County
Tennessee,TN,Henderson,county,Henderson County
Tennessee,TN,Henry,county,Henry County
Tennessee,TN,Hickman,county,Hickman County
Tennessee,TN,Houston,county,Houston County
Tennessee,TN,Humphreys,county,Humphreys County
Tennessee,TN,Jackson,county,Jackson County
Tennessee,TN,Jefferson,county,Jefferson County
Tennessee,TN,Johnson,county,Johnson County
Tennessee,TN,Knox,county,Knox County
Tennessee,TN,Lake,county,Lake County
Tennessee,TN,Lauderdale,county,Lauderdale County
Tennessee,TN,Lawrence,county,Lawrence County
Tennessee,TN,Lewis,county,Lewis County
Tennessee,TN,Lincoln,county,Lincoln County
Tennessee,TN,Loudon,county,Loudon County
Tennessee,TN,Macon,county,Macon County
Tennessee,TN,Madison,county,Madison County
Tennessee,TN,Marion,county,Marion County
Tennessee,TN,Marshall,county,Marshall County
Tennessee,TN,Maury,county,Maury County
Tennessee,TN,McMinn,county,McMinn County
Tennessee,TN,McNairy,county,McNairy County
Tennessee,TN,Meigs,county,Meigs County
Tennessee,TN,Monroe,county,Monroe County
Tennessee,TN,Montgomery,county,Montgomery County
Tennessee,TN,Moore,county,Moore County
Tennessee,TN,Morgan,county,Morgan County
Tennessee,TN,Obion,county,Obion County
Tennessee,TN,Overton,county,Overton County
Tennessee,TN,Perry,county,Perry County
Tennessee,TN,Pickett,county,Pickett County
Tennessee,TN,Polk,county,Polk County
Tennessee,TN,Putnam,county,Putnam County
Tennessee,TN,Rhea,county,Rhea County
Tennessee,TN,Roane,county,Roane County
Tennessee,TN,Robertson,county,Robertson County
Tennessee,TN,Rutherford,county,Rutherford County
Tennessee,TN,Scott,county,Scott County
Tennessee,TN,Sequatchie,county,Sequatchie County
Tennessee,TN,Sevier,county,Sevier County
Tennessee,TN,Shelby,county,Shelby County
Tennessee,TN,Smith,county,Smith County
Tennessee,TN,Stewart,county,Stewart County
Tennessee,TN,Sullivan,county,Sullivan County
Tennessee,TN,Sumner,county,Sumner County
Tennessee,TN,Tipton,county,Tipton County
Tennessee,TN,Trousdale,county,Trousdale County
Tennessee,TN,Unicoi,county,Unicoi County
Tennessee,TN,Union,county,Union County
Tennessee,TN,Van Buren,county,Van Buren County
Tennessee,TN,Warren,county,Warren County
Tennessee,TN,Washington,county,Washington County
Tennessee,TN,Wayne,county,Wayne County
Tennessee,TN,Weakley,county,Weakley County
Tennessee,TN,White,county,White County
Tennessee,TN,Williamson,county,Williamson County
Tennessee,TN,Wilson,county,Wilson County
Texas,TX,Anderson,county,Anderson County
Texas,TX,Andrews,county,Andrews County
Texas,TX,Angelina,county,Angelina County
Texas,TX,Aransas,county,Aransas County
Texas,TX,Archer,county,Archer County
Texas,TX,Armstrong,county,Armstrong County
Texas,TX,Atascosa,county,Atascosa County
Texas,TX,Austin,county,Austin County
Texas,TX,Bailey,county,Bailey County
Texas,TX,Bandera,county,Bandera County
Texas,TX,Bastrop,county,Bastrop County
Texas,TX,Baylor,county,Baylor County
Texas,TX,Bee,county,Bee County
Texas,TX,Bell,county,Bell County
Texas,TX,Bexar,county,Bexar County
Texas,TX,Blanco,county,Blanco County
Texas,TX,Borden,county,Borden County
Texas,TX,Bosque,county,Bosque County
Texas,TX,Bowie,county,Bowie County
Texas,TX,Brazoria,county,Brazoria County
Texas,TX,Brazos,county,Brazos County
Texas,TX,Brewster,county,Brewster County
Texas,TX,Briscoe,county,Briscoe County
Texas,TX,Brooks,county,Brooks County
Texas,TX,Brown,county,Brown County
Texas,TX,Burleson,county,Burleson County
Texas,TX,Burnet,county,Burnet County
Texas,TX,Caldwell,county,Caldwell County
Texas,TX,Calhoun,county,Calhoun County
Texas,TX,Callahan,county,Callahan County
Texas,TX,Cameron,county,Cameron County
Texas,TX,Camp,county,Camp County
Texas,TX,Carson,county,Carson County
Texas,TX,Cass,county,Cass County
Texas,TX,Castro,county,Castro County
Texas,TX,Chambers,county,Chambers County
Texas,TX,Cherokee,county,Cherokee County
Texas,TX,Childress,county,Childress County
Texas,TX,Clay,county,Clay County
Texas,TX,Cochran,county,Cochran County
Texas,TX,Coke,county,Coke County
Texas,TX,Coleman,county,Coleman County
Texas,TX,Collin,county,Collin County
Texas,TX,Collingsworth,county,Collingsworth County
Texas,TX,Colorado,county,Colorado County
Texas,TX,Comal,county,Comal County
Texas,TX,Comanche,county,Comanche County
Texas,TX,Concho,county,Concho County
Texas,TX,Cooke,county,Cooke County
Texas,TX,Coryell,county,Coryell County
Texas,TX,Cottle,county,Cottle County
Texas,TX,Crane,county,Crane County
Texas,TX,Crockett,county,Crockett County
Texas,TX,Crosby,county,Crosby County
Texas,TX,Culberson,county,Culberson County
Texas,TX,Dallam,county,Dallam County
Texas,TX,Dallas,county,Dallas County
Texas,TX,Dawson,county,Dawson County
Texas,TX,Deaf Smith,county,Deaf Smith County
Texas,TX,Delta,county,Delta County
Texas,TX,Denton,county,Denton County
Texas,TX,DeWitt,county,DeWitt County
Texas,TX,Dickens,county,Dickens County
Texas,TX,Dimmit,county,Dimmit County
Texas,TX,Donley,county,Donley County
Texas,TX,Duval,county,Duval County
Texas,TX,Eastland,county,Eastland County
Texas,TX,Ector,county,Ector County
Texas,TX,Edwards,county,Edwards County
Texas,TX,El Paso,county,El Paso County
Texas,TX,Ellis,county,Ellis County
Texas,TX,Erath,county,Erath County
Texas,TX,Falls,county,Falls County
Texas,TX,Fannin,county,Fannin County
Texas,TX,Fayette,county,Fayette County
Texas,TX,Fisher,county,Fisher County
Texas,TX,Floyd,county,Floyd County
Texas,TX,Foard,county,Foard County
Texas,TX,Fort Bend,county,Fort Bend County
Texas,TX,Franklin,county,Franklin County
Texas,TX,Freestone,county,Freestone County
Texas,TX,Frio,county,Frio County
Texas,TX,Gaines,county,Gaines County
Texas,TX,Galveston,county,Galveston County
Texas,TX,Garza,county,Garza County
Texas,TX,Gillespie,county,Gillespie County
Texas,TX,Glasscock,county,Glasscock County
Texas,TX,Goliad,county,Goliad County
Texas,TX,Gonzales,county,Gonzales County
Texas,TX,Gray,county,Gray County
Texas,TX,Grayson,county,Grayson County
Texas,TX,Gregg,county,Gregg County
Texas,TX,Grimes,county,Grimes County
Texas,TX,Guadalupe,county,Guadalupe County
Texas,TX,Hale,county,Hale County
Texas,TX,Hall,county,Hall County
Texas,TX,Hamilton,county,Hamilton County
Texas,TX,Hansford,county,Hansford County
Texas,TX,Hardeman,county,Hardeman County
Texas,TX,Hardin,county,Hardin County
Texas,TX,Harris,county,Harris County
Texas,TX,Harrison,county,Harrison County
Texas,TX,Hartley,county,Hartley County
Texas,TX,Haskell,county,Haskell County
Texas,TX,Hays,county,Hays County
Texas,TX,Hemphill,county,Hemphill County
Texas,TX,Henderson,county,Henderson County
Texas,TX,Hidalgo,county,Hidalgo County
Texas,TX,Hill,county,Hill County
Texas,TX,Hockley,county,Hockley County
Texas,TX,Hood,county,Hood County
Texas,TX,Hopkins,county,Hopkins County
Texas,TX,Houston,county,Houston County
Texas,TX,Howard,county,Howard County
Texas,TX,Hudspeth,county,Hudspeth County
Texas,TX,Hunt,county,Hunt County
Texas,TX,Hutchinson,county,Hutchinson County
Texas,TX,Irion,county,Irion County
Texas,TX,Jack,county,Jack County
Texas,TX,Jackson,county,Jackson County
Texas,TX,Jasper,county,Jasper County
Texas,TX,Jeff Davis,county,Jeff Davis County
Texas,TX,Jefferson,county,Jefferson County
Texas,TX,Jim Hogg,county,Jim Hogg County
Texas,TX,Jim Wells,county,Jim Wells County
Texas,TX,Johnson,county,Johnson County
Texas,TX,Jones,county,Jones County
Texas,TX,Karnes,county,Karnes County
Texas,TX,Kaufman,county,Kaufman County
Texas,TX,Kendall,county,Kendall County
Texas,TX,Kenedy,county,Kenedy County
Texas,TX,Kent,county,Kent County
Texas,TX,Kerr,county,Kerr County
Texas,TX,Kimble,county,Kimble County
Texas,TX,King,county,King County
Texas,TX,Kinney,county,Kinney County
Texas,TX,Kleberg,county,Kleberg County
Texas,TX,Knox,county,Knox County
Texas,TX,La Salle,county,La Salle County
Texas,TX,Lamar,county,Lamar County
Texas,TX,Lamb,county,Lamb County
Texas,TX,Lampasas,county,Lampasas County
Texas,TX,Lavaca,county,Lavaca County
Texas,TX,Lee,county,Lee County
Texas,TX,Leon,county,Leon County
Texas,TX,Liberty,county,Liberty County
Texas,TX,Limestone,county,Limestone County
Texas,TX,Lipscomb,county,Lipscomb County
Texas,TX,Live Oak,county,Live Oak County
Texas,TX,Llano,county,Llano County
Texas,TX,Loving,county,Loving County
Texas,TX,Lubbock,county,Lubbock County
Texas,TX,Lynn,county,Lynn County
Texas,TX,Madison,county,Madison County
Texas,TX,Marion,county,Marion County
Texas,TX,Martin,county,Martin County
Texas,TX,Mason,county,Mason County
Texas,TX,Matagorda,county,Matagorda County
Texas,TX,Maverick,county,Maverick County
Texas,TX,McCulloch,county,McCulloch County
